NumeroBALEmetteur;NumeroBALRecepteur;Standard;NumeroDocument;TypeDocumentCode;TypeDocumentCodeAgence;NumeroIdentificationDestinataire;NumeroIdentificationDestinataireAgence;DateHeureDocument;NatureInstructions;RolePartieCitee;IdentificationPartieCitee;IdentificationPartieCiteeAgence;NumeroArticleClient;NumeroCommande;FrequenceProgrammeCode;NumeroAvisExpedition;QuantiteRecue;UniteMesureQuantiteRecue;DateHeureReception;DateHeureCalculProgramme;NumeroArticleSupplementaire;CodeDescriptionArticle;CodeIdentificationPointDechargement;ReferenceDelforPrecedent;DateHeureReferenceDelforPrecedent;QuantiteALivrer;UniteMesureQuantiteALivrer;CodeRaisonLivraison;CodeStatutProgramme;DateHeureLivraisonAuPlusTot;DateHeureLivraisonAuPlusTard
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;300;PCE;113;4;20261005;20261011
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;300;PCE;113;4;20261012;20261018
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;300;PCE;113;4;20261019;20261025
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;300;PCE;113;4;20261026;20261101
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;150;PCE;113;4;20261102;20261108
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;300;PCE;113;4;20261109;20261115
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;150;PCE;113;4;20261116;20261122
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;150;PCE;113;4;20261123;20261129
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;450;PCE;113;4;20261130;20261206
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;150;PCE;113;4;20261207;20261213
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;300;PCE;113;4;20261214;20261220
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;150;PCE;113;4;20270104;20270110
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;150;PCE;113;4;20270118;20270124
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;300;PCE;113;4;20270125;20270131
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;150;PCE;113;4;20270201;20270207
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;0;PCE;113;4;20270215;20270221
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;150;PCE;113;4;20270222;20270228
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;0;PCE;113;4;20270301;20270307
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;300;PCE;113;4;20270308;20270314
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;150;PCE;113;4;20270322;20270328
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;0;PCE;113;4;20270329;20270404
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;150;PCE;113;4;20270405;20270411
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;150;PCE;113;4;20270412;20270418
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;150;PCE;113;4;20270419;20270425
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;150;PCE;113;4;20270503;20270509
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;300;PCE;113;4;20270510;20270516
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867072780;98446300;;;0;;;;9867072780;;ME M63;;;0;PCE;113;4;20270524;20270530
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;150;PCE;113;4;20260831;20260906
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;150;PCE;113;4;20260907;20260913
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;150;PCE;113;4;20260921;20260927
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;150;PCE;113;4;20261005;20261011
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;150;PCE;113;4;20261012;20261018
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;150;PCE;113;4;20261026;20261101
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;150;PCE;113;4;20261109;20261115
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;150;PCE;113;4;20261116;20261122
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;150;PCE;113;4;20261123;20261129
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;150;PCE;113;4;20261214;20261220
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;300;PCE;113;4;20270104;20270110
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;150;PCE;113;4;20270111;20270117
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;300;PCE;113;4;20270118;20270124
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;150;PCE;113;4;20270125;20270131
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;150;PCE;113;4;20270201;20270207
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;150;PCE;113;4;20270208;20270214
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;150;PCE;113;4;20270215;20270221
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;150;PCE;113;4;20270222;20270228
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;300;PCE;113;4;20270301;20270307
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;150;PCE;113;4;20270308;20270314
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;150;PCE;113;4;20270315;20270321
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;300;PCE;113;4;20270322;20270328
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;150;PCE;113;4;20270329;20270404
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;300;PCE;113;4;20270405;20270411
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;150;PCE;113;4;20270412;20270418
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;300;PCE;113;4;20270419;20270425
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;150;PCE;113;4;20270426;20270502
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;300;PCE;113;4;20270503;20270509
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;300;PCE;113;4;20270510;20270516
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;150;PCE;113;4;20270517;20270523
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M68;;;150;PCE;113;4;20270524;20270530
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20260907;20260913
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20260921;20260927
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20261012;20261018
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20261019;20261025
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20261026;20261101
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20261102;20261108
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20261109;20261115
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20261116;20261122
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20261130;20261206
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20261221;20261227
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20270104;20270110
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20270111;20270117
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20270118;20270124
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20270125;20270131
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20270201;20270207
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20270208;20270214
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20270215;20270221
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20270222;20270228
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20270301;20270307
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20270308;20270314
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20270315;20270321
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20270322;20270328
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20270329;20270404
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20270405;20270411
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20270412;20270418
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20270419;20270425
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20270426;20270502
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20270503;20270509
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20270510;20270516
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20270517;20270523
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073380;98446298;;;0;;;;9867073380;;ME M63;;;0;PCE;113;4;20270524;20270530
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073580;98446302;;;0;;;;9867073580;;ME M63;;;150;PCE;113;4;20260921;20260927
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073580;98446302;;;0;;;;9867073580;;ME M63;;;0;PCE;113;4;20260928;20261004
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073580;98446302;;;0;;;;9867073580;;ME M63;;;0;PCE;113;4;20270315;20270321
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867073580;98446302;;;0;;;;9867073580;;ME M63;;;150;PCE;113;4;20270329;20270404
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;0;PCE;113;4;20260721;20260721
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;0;PCE;113;4;20260724;20260724
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;0;PCE;113;4;20260824;20260830
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;450;PCE;113;4;20260831;20260906
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;450;PCE;113;4;20260907;20260913
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;450;PCE;113;4;20260914;20260920
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;450;PCE;113;4;20260921;20260927
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;450;PCE;113;4;20260928;20261004
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;450;PCE;113;4;20261005;20261011
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;900;PCE;113;4;20261012;20261018
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;600;PCE;113;4;20261019;20261025
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;600;PCE;113;4;20261026;20261101
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;450;PCE;113;4;20261102;20261108
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;600;PCE;113;4;20261109;20261115
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;750;PCE;113;4;20261116;20261122
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;450;PCE;113;4;20261123;20261129
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;900;PCE;113;4;20261130;20261206
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;600;PCE;113;4;20261207;20261213
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;600;PCE;113;4;20261214;20261220
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;300;PCE;113;4;20261221;20261227
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;150;PCE;113;4;20270101;20270103
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;600;PCE;113;4;20270104;20270110
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;750;PCE;113;4;20270111;20270117
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;750;PCE;113;4;20270118;20270124
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;750;PCE;113;4;20270125;20270131
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;900;PCE;113;4;20270201;20270207
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;600;PCE;113;4;20270208;20270214
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;600;PCE;113;4;20270215;20270221
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;750;PCE;113;4;20270222;20270228
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;750;PCE;113;4;20270301;20270307
VDA4905;ECAR;EDIFACT;ME26070902200319;241;10;0060437618919153;5;20260709;10;CN;0060437618919153;5;9867074580;98446469;;;0;;;;9867074580;;ME M63;;;750;PCE;113;4;20270308;20270314
